% Member ID	Location(GPS latitude and longitude) 	Bid quota	Starting bid time	Credit value
1755	22.535841 113.92102	1	8.00	0.3636
1756	23.114495 113.283361	1	8.00	0.3636
1757	22.65537 114.014637	1	8.00	0.3636
1758	22.607224 114.135821	1	8.00	0.3636
1759	22.635943 114.19549	1	8.00	0.3636
1760	23.127199 113.368326	1	8.00	0.3636
1761	23.086145 113.344864	1	8.00	0.3636
1762	22.607974 113.869058	1	8.00	0.3636
1763	22.669242 114.03156	1	8.00	0.3636
1764	23.152238 113.352632	1	8.00	0.3636
1765	22.6343 114.08765	1	8.00	0.3636
1766	23.091579 113.536227	1	8.00	0.3636
1767	23.130042 113.261542	1	8.00	0.3636
1768	23.057688 113.395357	1	8.00	0.3636
1769	23.234287 113.302009	1	8.00	0.3636
1770	23.093022 113.385584	1	8.00	0.3636
1771	22.660771 114.051308	1	8.00	0.3636
1772	22.571383 113.869454	1	8.00	0.3636
1773	23.081440 113.314419	1	8.00	0.3636
1774	22.925945 113.365381	1	8.00	0.3636
1775	23.036259 113.795512	1	8.00	0.3636
1776	23.035068 113.77925	1	8.00	0.3636
1777	22.796321 114.159845	1	8.00	0.3636
1778	22.94227 113.268151	1	8.00	0.3636
1779	23.4561 113.28		1	8.00	0.3636
1780	23.58785 113.619693	2	7.00	0.3622
1781	22.673385 113.942687	1	8.00	0.3622
1782	22.648069 114.036209	1	8.00	0.3622
1783	22.60285 114.118211	1	8.00	0.3622
1784	22.615604 114.114983	1	8.00	0.3622
1785	22.710186 113.804501	1	8.00	0.3622
1786	22.647217 114.192165	1	8.00	0.3622
1787	22.699995 113.797405	1	8.00	0.3622
1788	22.509002 114.057133	1	8.00	0.3622
1789	22.735088 113.840217	1	8.00	0.3622
1790	22.710357 114.24983	1	8.00	0.3622
1791	22.708666 114.247744	1	8.00	0.3622
1792	23.049141 113.394477	1	8.00	0.3622
1793	23.222997 113.609213	1	7.12	0.3622
1794	23.30871 113.575233	1	6.39	0.3622
1795	23.126572 113.317045	1	8.00	0.3622
1796	22.80265 113.845027	1	8.00	0.3622
1797	22.549708 114.126191	1	8.00	0.3622
1798	23.1441   113.336	1	8.00	0.3622
1799	23.372588 113.445166	1	7.21	0.3622
1800	22.48433 113.910578	1	8.00	0.3622
1801	22.534348 114.075145	1	8.00	0.3622
1802	22.640956 114.190426	1	8.00	0.3622
1803	23.131268 113.394681	1	8.00	0.3622
1804	23.092992 113.385417	1	8.00	0.3622
1805	22.779598 113.767788	1	8.00	0.3622
1806	23.018359 113.998026	1	8.00	0.3622
1807	23.027314 113.146958	1	8.00	0.3622
1808	22.641634 114.218031	1	8.00	0.354
1809	23.106249 113.218555	1	8.00	0.354
1810	23.147679 113.251731	1	8.00	0.3535
1811	23.103251 113.278701	1	8.00	0.3508
1812	23.105029 113.325525	1	8.00	0.3508
1813	23.123450 113.303099	1	8.00	0.3494
1814	23.173973 113.264768	1	8.00	0.3467
1815	23.132375 113.192373	1	8.00	0.3454
1816	22.601552 114.136552	1	8.00	0.3419
1817	23.188935 113.330106	1	8.00	0.3414
1818	23.140092 113.268413	1	8.00	0.3414
1819	22.512380 113.931471	1	8.00	0.3398
1820	22.558309 114.161286	1	8.00	0.3252
1821	23.198685 113.360937	1	8.00	0.2886
1822	22.800504 115.374799	2	6.36	0.2861
1823	22.752244 113.87611	1	8.00	0.2853
1824	23.214208 113.225269	1	8.00	0.285
1825	23.118348 113.248571	1	8.00	0.2408
1826	22.703625 114.236176	1	8.00	0.237
1827	22.528654 114.053635	1	8.00	0.2264
1828	23.071442 113.891204	1	8.00	0.1566
1829	23.170703 113.464494	1	8.00	0.143
1830	23.148752 113.351212	1	8.00	0.143
1831	23.131781 113.272225	1	8.00	0.143
1832	23.063448 113.289247	1	8.00	0.143
1833	23.022259 113.965266	1	8.00	0.143
1834	23.159187 112.834761	1	7.09	0.143
1835	23.103973 113.270764	1	8.00	0.1403
1836	22.807693 113.850308	1	8.00	0.1331
1837	22.966469 113.017223	1	8.00	0.1097
1838	23.258072 113.315579	1	8.00	0.1092
1839	23.029455 113.233272	1	8.00	0.1092
1840	22.68551 114.16409	1	8.00	0.093
1841	22.956234 113.364883	1	8.00	0.093
1842	22.656633 114.025402	1	8.00	0.093
1843	22.545845 114.107986	1	8.00	0.093
1844	22.656513 114.088355	1	8.00	0.093
1845	23.161377 113.271094	1	8.00	0.093
1846	23.157744 113.432903	1	8.00	0.0927
1847	23.316914 113.605555	1	6.42	0.0927
1848	23.355583 113.149094	1	7.48	0.0927
1849	23.000026 113.662626	1	8.00	0.0927
1850	22.781126 113.243096	2	7.48	0.0927
1851	22.720263 113.811609	1	8.00	0.0923
1852	22.923575 114.020889	1	8.00	0.0923
1853	22.743748 114.263625	1	8.00	0.092
1854	22.659456 114.012307	1	8.00	0.092
1855	23.1831 113.34978	1	8.00	0.0916
1856	22.574637 113.894997	1	8.00	0.0916
1857	22.850577 114.158236	1	8.00	0.0916
1858	22.655628 113.927887	1	8.00	0.0913
1859	22.564083 113.899875	1	8.00	0.0913
1860	23.123324 113.634497	1	7.57	0.0913
1861	22.782264 114.323155	1	8.00	0.0913
1862	23.189315 113.270151	1	8.00	0.0913
1863	22.934209 113.847286	1	8.00	0.0913
1864	22.554156 114.08928	1	8.00	0.081
1865	23.193221 113.334035	1	8.00	0.0451
1866	22.531045 113.925047	1	8.00	0.041
1867	22.639528 114.043671	1	8.00	0.041
1868	23.140301 113.386469	1	8.00	0.0377
1869	23.233649 113.278354	1	8.00	0.0358
1870	23.129889 113.405613	1	8.00	0.0247
1871	22.932951 113.648792	1	8.00	0.0194
1872	23.264235 113.782869	1	7.03	0.0193
1873	22.840505 113.277245	1	8.00	0.0124
1874	23.069415 113.287606	1	8.00	0.0121
1875	23.333446 113.301736	1	8.00	0.0062
1876	22.693506 113.994101	1	8.00	0.0036
1877	23.133238 113.239864	1	8.00	0.0001
				

